t,S,theta,kappa,sigma,I
0.000000000000000000e+00,8.750990760124529588e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.896055791478834962e+00
2.000000000000000111e-01,8.508466990837101340e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.772449315193150632e+00
4.000000000000000222e-01,9.184407511690159120e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.447090390084191824e+00
6.000000000000000888e-01,9.134933329370821253e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,5.787191130930670724e+00
8.000000000000000444e-01,1.017088421582235336e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.040168487387145291e+00
1.000000000000000000e+00,8.181921296557181922e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-7.284306569588363089e+00
1.200000000000000178e+00,9.897099897828993686e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,8.974145159665518179e+00
1.400000000000000133e+00,1.045970630688669578e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,1.970461727553924902e+00
1.600000000000000089e+00,1.112074633855723693e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.529027160116701367e+00
1.800000000000000044e+00,1.118357410866192003e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.394603123758013652e+00
2.000000000000000000e+00,1.104964098457395183e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.109517662947377303e+00
2.200000000000000178e+00,1.236367757632587772e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.612698087717490125e-02
2.400000000000000355e+00,1.083918539387408453e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.646829645191569824e+00
2.600000000000000089e+00,1.117043306229172694e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-6.064536198511656373e+00
2.800000000000000266e+00,1.061146283455954853e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.898932595396024325e+00
3.000000000000000000e+00,9.364168791192414298e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.283664070159382220e+00
3.200000000000000178e+00,1.176668270929957849e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-6.233263615851964978e+00
3.400000000000000355e+00,1.330127082889795309e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.177759119418103850e+00
3.600000000000000089e+00,1.044819141670041640e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.995972311097721885e+00
3.800000000000000266e+00,1.145296770385086038e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.337844746782028693e-01
4.000000000000000000e+00,1.115413265918076435e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.104212440745477863e+00
4.200000000000000178e+00,1.028947117672242451e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.046731357074413893e+00
4.400000000000000355e+00,1.087524646820915875e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.986873555020800097e+00
4.600000000000000533e+00,1.140521493117717666e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.693359849504938452e+00
4.800000000000000711e+00,1.085030848525286862e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.339029687314395645e+00
5.000000000000000000e+00,1.060551890366505212e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.800417679300509555e+00
5.200000000000000178e+00,1.118987625665183172e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.844342669247241773e+00
5.400000000000000355e+00,1.082601259530875604e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.294332728059103488e+00
5.600000000000000533e+00,1.138989597306982793e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.272103368848796379e+00
5.800000000000000711e+00,1.069193485249440689e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.078204857886191803e-02
6.000000000000000000e+00,9.641754265387616485e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.335920996290154150e+00
6.200000000000000178e+00,1.044532995956076293e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.140098945109073725e+00
6.400000000000000355e+00,1.228437835825335167e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.311783833741332117e+00
6.600000000000000533e+00,1.132386111391570971e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.088186494457470843e+00
6.800000000000000711e+00,1.102583651566773293e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.031754041002894695e+00
7.000000000000000000e+00,1.182133923441896162e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.390142012320700005e+00
7.200000000000000178e+00,1.129363336245985172e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.744534735028160810e-01
7.400000000000000355e+00,9.537376512010201646e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-6.945205783166452207e+00
7.600000000000000533e+00,1.279843875020106214e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.937112418678141879e+00
7.800000000000000711e+00,1.095242314171258391e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.295073283642103945e-01
8.000000000000000000e+00,9.936703949750622655e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.456768984152896351e+00
8.200000000000001066e+00,1.087445684817778258e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.171137936429694548e-01
8.400000000000000355e+00,1.112115737630999357e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.127669796169172400e+00
8.599999999999999645e+00,1.123768596683258902e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.303016594472481415e+00
8.800000000000000711e+00,1.124189589268280498e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.617041343311202084e+00
9.000000000000000000e+00,1.131647732976223342e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.239392387580607213e+00
9.200000000000001066e+00,1.105164423825010234e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.880600272921927996e+00
9.400000000000000355e+00,1.098953417168921032e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.375313563039164855e+00
9.600000000000001421e+00,1.159602991849945308e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.924910068858260104e+00
9.800000000000000711e+00,1.098606911316724055e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.738053469300075093e+00
1.000000000000000000e+01,1.138112777689067601e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.627114307252178094e-01
1.020000000000000107e+01,1.154697320855420317e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.985392101262696940e+00
1.040000000000000036e+01,1.240102682344879970e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.471644329489786074e+00
1.060000000000000142e+01,1.146501087597797675e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.074836558566374833e+00
1.080000000000000071e+01,1.251751405296329001e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.694649615861600012e+00
1.100000000000000000e+01,1.249515341038626381e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.537653586426841912e-02
1.120000000000000107e+01,1.134366117202670665e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.255516076550620141e+00
1.140000000000000036e+01,1.099294289712134720e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.642053704708230200e+00
1.160000000000000142e+01,1.218328470933481844e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.186104144447771347e+00
1.180000000000000071e+01,1.141948550635300874e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.843672877977555302e+00
1.200000000000000000e+01,1.082892185614876990e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.473622369792114029e+00
1.220000000000000107e+01,1.163901117457308843e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.493866871577496980e+00
1.240000000000000036e+01,8.956254833943386728e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.893463991669566582e+00
1.260000000000000142e+01,1.169783841533339919e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.255331531964731795e+00
1.280000000000000071e+01,1.156119381556551584e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.089938446074823375e+00
1.300000000000000000e+01,1.232579727790928503e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.422069644063036264e+00
1.320000000000000107e+01,1.271168524698589319e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.500641022109761025e+00
1.340000000000000036e+01,1.139051651980771629e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.407080476915741230e+00
1.360000000000000142e+01,1.263485907440019984e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.098261177380923215e-01
1.380000000000000071e+01,1.089114698489368260e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.618501742015922673e-01
1.400000000000000000e+01,1.138389297515052689e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.334858353006470821e+00
1.420000000000000107e+01,1.060321865496447247e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.720897104316108539e+00
1.440000000000000036e+01,1.060490695074498113e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.596058026612826808e+00
1.460000000000000142e+01,1.080779531299240537e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.754220795570770264e+00
1.480000000000000071e+01,1.043675250386935760e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.141600780037407503e+00
1.500000000000000000e+01,1.130189448555761755e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.413929859351242158e+00
1.520000000000000107e+01,1.072666919144780628e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.859531347547331848e+00
1.540000000000000036e+01,1.096939149221174414e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.887565476507925055e+00
1.560000000000000142e+01,1.187489449503208450e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.846463543445347355e+00
1.580000000000000071e+01,1.078505501872184524e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.785915649373730929e+00
1.600000000000000000e+01,1.143821548406489086e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.023930866013600394e+00
1.619999999999999929e+01,1.110902602432068287e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.416607715018841418e+00
1.640000000000000213e+01,1.123313064748247436e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.739135207416598661e+00
1.660000000000000142e+01,1.043155160625778066e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.315731157716479416e+00
