t,S,theta,kappa,sigma,I
0.000000000000000000e+00,8.693499938565226737e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.663333310968745593e+00
2.000000000000000111e-01,8.246191374821592035e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,9.395065171011875549e+00
4.000000000000000222e-01,9.470979472508153085e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.182254457832964789e+00
6.000000000000000888e-01,9.500603755934211581e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,7.487044631234432757e+00
8.000000000000000444e-01,8.926960490336826037e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.957733179908561993e+00
1.000000000000000000e+00,9.851810317372429182e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.510812144557014847e+00
1.200000000000000178e+00,1.149110647073547042e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.992932275674762721e+00
1.400000000000000133e+00,9.795522579898037208e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.267721753086629377e+00
1.600000000000000089e+00,1.076515581444969838e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.660302217938513181e+00
1.800000000000000044e+00,1.051364645177093937e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.303474904772759402e+00
2.000000000000000000e+00,9.833816751412344237e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.944324481511598535e+00
2.200000000000000178e+00,8.765879990964182689e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.014311408237535517e+00
2.400000000000000355e+00,1.117186046698186441e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.107995286431600945e+00
2.600000000000000089e+00,1.029460801953219207e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.460086902797439024e+00
