t,S,theta,kappa,sigma,I
0.000000000000000000e+00,1.036620342732544220e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.005748383238607602e+00
2.000000000000000111e-01,1.114739944222244539e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.363709292724816891e+00
4.000000000000000222e-01,9.471683186722346104e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.865801090993455702e+00
6.000000000000000888e-01,1.161442774006899548e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.925642434935367575e+00
8.000000000000000444e-01,1.115815941822364987e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.925345657574505154e+00
1.000000000000000000e+00,1.104471599262354387e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.551218691526463189e+00
1.200000000000000178e+00,1.245708882700903519e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.253134524961275531e-01
1.400000000000000133e+00,8.699489983263610782e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.100796865740441888e+00
1.600000000000000089e+00,1.143757620074778103e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.372222674012096633e+00
1.800000000000000044e+00,1.216560941094728010e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-6.073944635939961145e+00
2.000000000000000000e+00,1.046442408107487898e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.975111435798248216e+00
2.200000000000000178e+00,1.139224896888161975e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.222805481857722754e+00
2.400000000000000355e+00,1.007643977884945974e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.403828754992225925e+00
2.600000000000000089e+00,1.233007951634947919e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.917675704784933544e-01
2.800000000000000266e+00,1.306248453911471596e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.896445139053449580e+00
3.000000000000000000e+00,1.073355025754903158e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.640003032833480034e+00
3.200000000000000178e+00,1.034709453799874224e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.202867160333705776e+00
3.400000000000000355e+00,1.004729592912639635e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.060478724220432767e+00
3.600000000000000089e+00,1.110473716221772156e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.047600497837159139e+00
3.800000000000000266e+00,9.935819759654178629e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.952628779475832133e+00
4.000000000000000000e+00,9.831527028254882783e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.313177213464435056e+00
4.200000000000000178e+00,9.486248138329035351e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.304131308076382112e+00
4.400000000000000355e+00,1.086373930459379133e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.824960421098253960e+00
4.600000000000000533e+00,1.087135209487200216e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.271463565307456633e-02
4.800000000000000711e+00,1.129769352737450827e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.223982705972641583e-01
5.000000000000000000e+00,1.069890368138808112e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.881931349938502862e+00
5.200000000000000178e+00,1.183978917496535388e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.794956855499304282e+00
5.400000000000000355e+00,1.175851364239111518e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.464041691152019098e+00
5.600000000000000533e+00,9.117350762812046483e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.916036915377311800e+00
5.800000000000000711e+00,7.822610537620713345e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.760162813500944168e+00
6.000000000000000000e+00,8.429730823202465917e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,7.599626945132495592e+00
6.200000000000000178e+00,9.406327562701248812e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.345075937055659310e+00
6.400000000000000355e+00,1.004216434185693840e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.470751866930359419e+00
6.600000000000000533e+00,8.444214655424915339e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.583092040464679329e+00
6.800000000000000711e+00,9.511135717481433716e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,6.513529430631468387e+00
7.000000000000000000e+00,7.323947471605036785e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.468657675068589796e+00
7.200000000000000178e+00,9.070234263600347457e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,7.321766909336876239e+00
7.400000000000000355e+00,8.895554522239506046e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.829548829175769775e+00
7.600000000000000533e+00,8.760992614847228355e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-8.383562665282703108e+00
7.800000000000000711e+00,1.049364226090781393e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.929548003322418381e+00
8.000000000000000000e+00,8.539725439710992294e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-9.313867792246966815e+00
