t,S,theta,kappa,sigma,I
0.000000000000000000e+00,1.059784882850926646e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-5.670732594943701521e+00
2.000000000000000111e-01,1.027690904373429470e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.283770889576008045e-01
4.000000000000000222e-01,8.454760240109659986e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,5.012751235315580089e+00
6.000000000000000888e-01,8.799956652149734104e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,6.321506340290969916e+00
8.000000000000000444e-01,9.556617004827713258e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.489792777671230084e+00
1.000000000000000000e+00,9.425162316516962902e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.617513152065042092e+00
1.200000000000000178e+00,8.693383098737139658e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,1.612745718015336394e+00
1.400000000000000133e+00,8.147839444298972111e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-4.600441136622944072e+00
1.600000000000000089e+00,9.955863965274196481e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.987425871217418205e-01
1.800000000000000044e+00,9.722457791090294288e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-4.230564389592757379e+00
2.000000000000000000e+00,8.463973222116814021e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-7.229642922490661761e+00
2.200000000000000178e+00,8.727627091564437167e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,4.809715770280689640e+00
2.400000000000000355e+00,9.621653716708518100e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.432258661997696692e+00
2.600000000000000089e+00,8.844475814320418294e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,4.613412745609579702e+00
2.800000000000000266e+00,1.012681051524238818e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,7.229347815694112001e+00
3.000000000000000000e+00,8.233103613068929461e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.772420572016162765e+00
3.200000000000000178e+00,9.703020100576206231e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-8.284859260261603353e+00
3.400000000000000355e+00,8.947708178638157372e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,8.202773691797627720e+00
3.600000000000000089e+00,9.750110048147090369e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.128804556170106110e+00
3.800000000000000266e+00,9.513327104068650675e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-4.905306708053929654e+00
4.000000000000000000e+00,9.706714306122433689e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-5.375009045703356136e+00
4.200000000000000178e+00,8.865217657037418597e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,6.456586578781127628e+00
4.400000000000000355e+00,1.022121007728583386e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-8.258837359852870819e+00
4.600000000000000533e+00,9.485897906661583390e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,1.104154270359138934e-01
4.800000000000000711e+00,7.944584551291082875e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-3.518056389953809315e+00
5.000000000000000000e+00,8.168678380640475023e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-8.882879057463235029e+00
5.200000000000000178e+00,8.172147221333380118e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-7.014989902031651958e+00
5.400000000000000355e+00,9.559004786362027550e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-7.567517883261372091e+00
5.600000000000000533e+00,1.001567513947341004e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.427647831418317637e+00
5.800000000000000711e+00,8.129129507352370609e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,7.334015127287621283e+00
6.000000000000000000e+00,1.006666449433526012e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.256112978340403252e+00
6.200000000000000178e+00,7.651693179659644350e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.234478043937041747e+00
6.400000000000000355e+00,8.790667882606385541e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.142027539521068391e+00
6.600000000000000533e+00,1.016809498931909195e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,7.851295473785530277e+00
6.800000000000000711e+00,1.004490411354347579e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,4.960049058382258735e+00
7.000000000000000000e+00,9.505160266621004439e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-9.494101656737264250e+00
7.200000000000000178e+00,8.625138149370508156e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-9.904262555083205299e+00
7.400000000000000355e+00,9.044068236764646329e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-4.490291847280158954e+00
7.600000000000000533e+00,8.774558433774041211e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-4.964352739473789633e+00
7.800000000000000711e+00,9.734148847669378268e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.344220954936085732e+00
8.000000000000000000e+00,7.986338712761376080e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-5.785136594203046378e+00
8.200000000000001066e+00,9.567726904229140183e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-2.385048624620731417e+00
8.400000000000000355e+00,1.007384284436910526e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-7.474271613592293306e+00
8.599999999999999645e+00,6.962702477961749681e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.301194112954284776e+00
