t,S,theta,kappa,sigma,I
0.000000000000000000e+00,7.539537421910327275e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,6.892029897732761867e+00
2.000000000000000111e-01,8.039850286356315934e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.597290063087446477e+00
4.000000000000000222e-01,9.054316471763087515e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-9.477039805310447207e+00
6.000000000000000888e-01,1.011574289159413720e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.909363447512127721e+00
8.000000000000000444e-01,9.339570758813591222e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.861011079136094537e+00
1.000000000000000000e+00,9.125358618704897395e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-7.702317230023217220e+00
1.200000000000000178e+00,1.075569750693812443e+00,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,8.787366291112743255e+00
1.400000000000000133e+00,9.518099762951686138e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,2.706865447202202901e+00
1.600000000000000089e+00,8.466136893936033747e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,1.276095420985104312e+00
1.800000000000000044e+00,8.568237042982491669e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.988126938248118591e+00
2.000000000000000000e+00,7.772787869589725673e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,8.819034439859390062e+00
2.200000000000000178e+00,7.880202202916869458e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,-6.914774343987790672e-01
2.400000000000000355e+00,8.896743742797192933e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,3.567456710993079483e+00
2.600000000000000089e+00,7.853920561942540068e-01,9.000000000000000222e-01,5.000000000000000000e+00,2.000000000000000111e-01,9.771840997983328947e+00
