t,S,theta,kappa,sigma,I
0.000000000000000000e+00,1.185079826426011840e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.615432855793888400e+00
2.000000000000000111e-01,1.018918931090347035e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.336269364002188098e+00
4.000000000000000222e-01,1.073844811405830324e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.422921075535503732e+00
6.000000000000000888e-01,1.092510782229059618e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.037630434835985938e+00
8.000000000000000444e-01,1.089636161971793804e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.523269122807128895e-01
1.000000000000000000e+00,1.036389950193974396e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,8.659067958840761747e+00
1.200000000000000178e+00,1.055599093381971221e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.883145591715109646e+00
1.400000000000000133e+00,1.003716909443338690e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.591845455427753464e+00
1.600000000000000089e+00,1.176203695793809345e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.685395154804233186e+00
1.800000000000000044e+00,1.144587637326792473e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.969224017072127353e+00
2.000000000000000000e+00,1.224842691188289923e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.644814193524259061e+00
2.200000000000000178e+00,9.807877670104164780e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.127270697854855896e+00
2.400000000000000355e+00,9.746368955468590611e-01,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.598750577895822644e+00
2.600000000000000089e+00,1.094616499544605048e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.507670637920767831e+00
2.800000000000000266e+00,1.210762381481482075e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.130423662552122011e+00
3.000000000000000000e+00,1.141165636484811063e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.641664431588644391e+00
3.200000000000000178e+00,1.043211825526351388e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.493858851559039636e+00
3.400000000000000355e+00,1.141677864248872964e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.235713562003564192e+00
3.600000000000000089e+00,1.174248324495337448e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.938898234515685104e+00
3.800000000000000266e+00,1.242984816906833601e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.342918014121192272e+00
4.000000000000000000e+00,1.092920766508253205e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.310473147570265340e+00
4.200000000000000178e+00,1.057158998468836097e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.750031707130776937e-01
4.400000000000000355e+00,1.144792697232200229e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.718278927536786682e+00
4.600000000000000533e+00,1.167552023588505072e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.132662025715710286e+00
4.800000000000000711e+00,1.037374152500134539e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.302857962534716307e+00
5.000000000000000000e+00,1.094341064495001126e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.849286320569636821e+00
5.200000000000000178e+00,1.054680219588997492e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.754515657908676474e+00
5.400000000000000355e+00,1.062025130285084273e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.727582111962359335e+00
5.600000000000000533e+00,1.114692118130640619e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.355778683455508116e+00
5.800000000000000711e+00,1.080842345766147350e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.794530697017004073e+00
6.000000000000000000e+00,1.048426053818677151e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.454084678337000724e+00
6.200000000000000178e+00,1.143090871933915231e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.749138621600206278e+00
6.400000000000000355e+00,1.230901509571642460e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.205445015881242199e+00
6.600000000000000533e+00,1.096210454820268909e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.092664782620047959e-03
6.800000000000000711e+00,1.165035973214599618e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.388642140137065439e+00
7.000000000000000000e+00,1.069712954853611286e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.143800238379618861e+00
7.200000000000000178e+00,1.129310391586574980e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.993831922029936976e+00
7.400000000000000355e+00,1.043243906355885375e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.767480600006223312e+00
7.600000000000000533e+00,1.049582670031450116e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.184833315108646978e+00
7.800000000000000711e+00,1.159868752065772224e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.748671111390837751e+00
8.000000000000000000e+00,1.096679309952044434e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.478878673189836235e+00
8.200000000000001066e+00,9.348699822080475119e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.813843711741668585e+00
8.400000000000000355e+00,1.040717027894646041e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.021105333294203277e+00
8.599999999999999645e+00,1.029211625285842313e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.548024668442902652e+00
8.800000000000000711e+00,1.139661786757519613e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.287378509083264788e+00
9.000000000000000000e+00,9.310646209531042716e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.534839604917412004e+00
9.200000000000001066e+00,1.010697977150448734e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.519008163575854553e+00
9.400000000000000355e+00,8.772741497678939737e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,1.285030757925367695e+00
9.600000000000001421e+00,1.068007785162548018e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.080136071258610997e+00
9.800000000000000711e+00,1.104412307339276644e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.682301815948868295e-02
1.000000000000000000e+01,1.080546667145974693e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.721447660963152160e+00
1.020000000000000107e+01,7.131829093311714551e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.251696475164465028e+00
1.040000000000000036e+01,1.120164150045420026e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.704080632976385346e+00
1.060000000000000142e+01,1.121413496988453939e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.608623750409684305e-01
1.080000000000000071e+01,1.096913007340222679e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.237806348599745476e+00
1.100000000000000000e+01,9.568572847801323222e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.686403901733633859e+00
1.120000000000000107e+01,1.102563199301275887e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.486938731759551047e-01
1.140000000000000036e+01,9.982623345051286901e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.724824083118523532e+00
1.160000000000000142e+01,1.037483700853707669e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-6.956232870955969538e+00
1.180000000000000071e+01,1.078247615160011996e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.227509103464269558e+00
1.200000000000000000e+01,9.683331989517897087e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-6.700525753045553756e+00
1.220000000000000107e+01,8.874145138607262284e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.421002233563477546e+00
1.240000000000000036e+01,8.390044950389221601e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.640325985878668291e-01
1.260000000000000142e+01,1.086146192127724452e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-9.071688310688458046e+00
1.280000000000000071e+01,9.585762205168883998e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.005094044598195069e+00
1.300000000000000000e+01,8.861109643763055432e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.501818033375613481e+00
1.320000000000000107e+01,8.827893861244833218e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-4.007312752453016103e+00
1.340000000000000036e+01,9.354544789989251985e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-1.323147937832764853e-01
1.360000000000000142e+01,8.633821491263214964e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,5.824021997118817850e+00
1.380000000000000071e+01,1.095307138580763118e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,-2.105245137918590359e+00
1.400000000000000000e+01,9.741084017337986456e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.817593380553651272e+00
1.420000000000000107e+01,9.730364802042015260e-01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.349498285651407059e+00
