t,S,theta,kappa,sigma,I
0.000000000000000000e+00,1.181394914644613436e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,7.575041601915806666e+00
2.000000000000000111e-01,1.233373399203522958e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-7.041841975297053580e+00
4.000000000000000222e-01,1.112218873769129202e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.914835046935245089e+00
6.000000000000000888e-01,1.104661769197404109e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.917303217299762608e+00
8.000000000000000444e-01,1.118949204592880386e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.388698056231547184e+00
1.000000000000000000e+00,1.011021694550165773e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.063348457821032156e+00
1.200000000000000178e+00,1.142467516657334814e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.015157971115982605e+00
1.400000000000000133e+00,1.111277004387844825e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,6.198578045572151751e-01
1.600000000000000089e+00,1.121241038489348751e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.848004994065885143e+00
1.800000000000000044e+00,1.223013965104600143e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,3.821746676701049950e-01
2.000000000000000000e+00,1.015832053982087979e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-8.129674606645151513e+00
2.200000000000000178e+00,1.146317141634918269e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,4.944245921527539167e+00
2.400000000000000355e+00,1.056042691840108905e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-5.989737084710062831e+00
2.600000000000000089e+00,1.286159869644637022e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,2.746049247233280255e+00
2.800000000000000266e+00,1.214638941833293462e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,9.142749641468416399e+00
3.000000000000000000e+00,1.109644950918212469e+00,1.100000000000000089e+00,5.000000000000000000e+00,2.000000000000000111e-01,-3.844454412887925443e+00
