step,S_curr,S_next,diff_S,I,S_norm,I_norm,action,delta_I,reward,phi_0,phi_1,phi_2,cumulative_reward
353,0.9930205076206544,0.9382330846085228,-0.054787423012131575,-10.0,-0.013958984758691173,-1.0,-10.0,0.0,0.5478742301213158,0.0,1.0,0.0,-71.93722233035624
354,0.9382330846085228,1.0795319526321987,0.14129886802367586,-10.0,-0.12353383078295432,-1.0,-10.0,0.0,-1.4129886802367586,0.0,1.0,0.0,-73.350211010593
355,1.0795319526321987,0.860282334696231,-0.21924961793596764,-10.0,0.1590639052643974,-1.0,-10.0,0.0,2.1924961793596767,0.0,1.0,0.0,-71.15771483123332
356,0.860282334696231,1.1546830737516776,0.2944007390554465,-10.0,-0.2794353306075379,-1.0,10.0,20.0,-3.9440073905544653,0.0,1.0,0.0,-75.10172222178778
357,1.1546830737516776,1.1048740869036326,-0.04980898684804491,10.0,0.3093661475033551,1.0,-10.0,-20.0,-1.4980898684804491,0.0,1.0,0.0,-76.59981209026823
358,1.1048740869036326,1.0187103451954524,-0.0861637417081802,-10.0,0.2097481738072653,-1.0,-10.0,0.0,0.861637417081802,0.0,1.0,0.0,-75.73817467318642
359,1.0187103451954524,0.7776532390204764,-0.241057106174976,-10.0,0.0374206903909049,-1.0,-10.0,0.0,2.41057106174976,0.0,1.0,0.0,-73.32760361143666
360,0.7776532390204764,0.8463139954601654,0.06866075643968894,-10.0,-0.4446935219590471,-1.0,10.0,20.0,-1.6866075643968894,0.0,1.0,0.0,-75.01421117583355
361,0.8463139954601654,1.0584550761616855,0.21214108070152016,10.0,-0.3073720090796692,1.0,10.0,0.0,2.1214108070152013,8.1532314e-17,1.0,0.0,-72.89280036881836
362,1.0584550761616855,0.9737710811003114,-0.08468399506137414,10.0,0.1169101523233711,1.0,-10.0,-20.0,-1.8468399506137414,0.0,1.0,0.0,-74.7396403194321
363,0.9737710811003114,1.0755771562569576,0.10180607515664619,-10.0,-0.05245783779937718,-1.0,-10.0,0.0,-1.018060751566462,0.0,1.0,0.0,-75.75770107099856
364,1.0755771562569576,1.0950390860185533,0.019461929761595664,-10.0,0.1511543125139152,-1.0,-10.0,0.0,-0.19461929761595664,0.0,1.0,0.0,-75.95232036861452
365,1.0950390860185533,1.0930603685710667,-0.0019787174474865665,-10.0,0.19007817203710653,-1.0,-10.0,0.0,0.019787174474865665,0.0,1.0,0.0,-75.93253319413965
366,1.0930603685710667,1.0450666945839944,-0.04799367398707233,-10.0,0.1861207371421334,-1.0,-10.0,0.0,0.4799367398707233,0.0,1.0,0.0,-75.45259645426893
367,1.0450666945839944,0.9524556800040492,-0.09261101457994514,-10.0,0.09013338916798874,-1.0,-10.0,0.0,0.9261101457994514,0.0,1.0,0.0,-74.52648630846947
368,0.9524556800040492,1.2001986037076875,0.24774292370363826,-10.0,-0.09508863999190154,-1.0,-10.0,0.0,-2.4774292370363824,0.0,1.0,0.0,-77.00391554550586
369,1.2001986037076875,0.8238794497840765,-0.37631915392361104,-10.0,0.400397207415375,-1.0,-10.0,0.0,3.7631915392361104,0.011762541,0.5370198,0.4512177,-73.24072400626976
370,0.8238794497840765,0.9741782067183837,0.15029875693430728,-10.0,-0.3522411004318471,-1.0,10.0,20.0,-2.5029875693430728,0.0,1.0,0.0,-75.74371157561283
371,0.9741782067183837,1.0368446628601906,0.06266645614180688,10.0,-0.051643586563232535,1.0,10.0,0.0,0.6266645614180688,0.0,1.0,0.0,-75.11704701419477
372,1.0368446628601906,0.9910234342324424,-0.04582122862774818,10.0,0.07368932572038123,1.0,-10.0,-20.0,-1.4582122862774818,0.0,1.0,0.0,-76.57525930047225
373,0.9910234342324424,0.9967621927742573,0.005738758541814826,-10.0,-0.01795313153511513,-1.0,-10.0,0.0,-0.05738758541814826,0.0,1.0,0.0,-76.63264688589041
374,0.9967621927742573,1.0024482171768392,0.005686024402581924,-10.0,-0.0064756144514854785,-1.0,-10.0,0.0,-0.05686024402581924,0.0,1.0,0.0,-76.68950712991622
375,1.0024482171768392,1.1252945847643723,0.12284636758753309,-10.0,0.004896434353678369,-1.0,-10.0,0.0,-1.228463675875331,0.0,1.0,0.0,-77.91797080579155
376,1.1252945847643723,0.9814126434393392,-0.14388194132503307,-10.0,0.25058916952874455,-1.0,-10.0,0.0,1.4388194132503307,0.0,1.0,0.0,-76.47915139254123
377,0.9814126434393392,0.9792286375081952,-0.002184005931143984,-10.0,-0.03717471312132159,-1.0,-10.0,0.0,0.02184005931143984,0.0,1.0,0.0,-76.45731133322978
378,0.9792286375081952,0.9100321988971096,-0.0691964386110856,-10.0,-0.04154272498360956,-1.0,-10.0,0.0,0.691964386110856,0.0,1.0,0.0,-75.76534694711893
379,0.9100321988971096,1.0609443879572609,0.15091218906015125,-10.0,-0.17993560220578075,-1.0,-10.0,0.0,-1.5091218906015125,0.0,1.0,0.0,-77.27446883772043
380,1.0609443879572609,1.0058739068226192,-0.055070481134641636,-10.0,0.12188877591452174,-1.0,-10.0,0.0,0.5507048113464164,0.0,1.0,0.0,-76.72376402637401
381,1.0058739068226192,1.079838840313195,0.07396493349057587,-10.0,0.01174781364523847,-1.0,-10.0,0.0,-0.7396493349057587,0.0,1.0,0.0,-77.46341336127978
382,1.079838840313195,1.0953675748485667,0.015528734535371624,-10.0,0.1596776806263902,-1.0,-10.0,0.0,-0.15528734535371624,0.0,1.0,0.0,-77.61870070663349
383,1.0953675748485667,0.8124760900280095,-0.28289148482055726,-10.0,0.19073514969713345,-1.0,-10.0,0.0,2.8289148482055726,0.0,1.0,0.0,-74.78978585842792
384,0.8124760900280095,1.0044164388479635,0.19194034881995403,-10.0,-0.37504781994398106,-1.0,10.0,20.0,-2.9194034881995403,0.0,1.0,0.0,-77.70918934662745
385,1.0044164388479635,1.1120613084220816,0.10764486957411812,10.0,0.008832877695927,1.0,10.0,0.0,1.0764486957411812,0.0,1.0,0.0,-76.63274065088628
386,1.1120613084220816,0.8152377924242281,-0.2968235159978535,10.0,0.22412261684416324,1.0,-10.0,-20.0,-3.9682351599785353,0.0,1.0,0.0,-80.60097581086481
387,0.8152377924242281,0.9260796276812728,0.11084183525704472,-10.0,-0.3695244151515438,-1.0,10.0,20.0,-2.108418352570447,0.0,1.0,0.0,-82.70939416343526
388,0.9260796276812728,0.8613707565540493,-0.06470887112722357,10.0,-0.14784074463745434,1.0,10.0,0.0,-0.6470887112722357,0.0,1.0,0.0,-83.3564828747075
389,0.8613707565540493,1.0657123461124627,0.20434158955841342,10.0,-0.27725848689190147,1.0,10.0,0.0,2.0434158955841344,1.0,0.0,0.0,-81.31306697912336
390,1.0657123461124627,0.9103695756685123,-0.1553427704439504,10.0,0.13142469222492537,1.0,-10.0,-20.0,-2.553427704439504,0.0,1.0,0.0,-83.86649468356286
391,0.9103695756685123,1.066261543696691,0.15589196802817862,-10.0,-0.17926084866297542,-1.0,-10.0,0.0,-1.5589196802817862,0.0,1.0,0.0,-85.42541436384465
392,1.066261543696691,0.8903025539915372,-0.17595898970515367,-10.0,0.1325230873933818,-1.0,-10.0,0.0,1.7595898970515367,0.0,1.0,0.0,-83.66582446679311
393,0.8903025539915372,0.9921708560336563,0.10186830204211905,-10.0,-0.21939489201692552,-1.0,-10.0,0.0,-1.0186830204211905,1.0,0.0,0.0,-84.6845074872143
394,0.9921708560336563,1.0273507012540697,0.0351798452204134,-10.0,-0.01565828793268742,-1.0,-10.0,0.0,-0.35179845220413397,0.0,1.0,0.0,-85.03630593941844
395,1.0273507012540697,0.9074828477608624,-0.11986785349320728,-10.0,0.054701402508139374,-1.0,-10.0,0.0,1.1986785349320728,0.0,1.0,0.0,-83.83762740448637
396,0.9074828477608624,0.8868162829262641,-0.020666564834598278,-10.0,-0.18503430447827518,-1.0,-10.0,0.0,0.20666564834598278,1.0,0.0,0.0,-83.63096175614038
397,0.8868162829262641,1.095595590717941,0.20877930779167697,-10.0,-0.22636743414747174,-1.0,-10.0,0.0,-2.0877930779167695,1.0,0.0,0.0,-85.71875483405715
398,1.095595590717941,0.9241960404402163,-0.1713995502777248,-10.0,0.1911911814358822,-1.0,-10.0,0.0,1.713995502777248,0.0,1.0,0.0,-84.0047593312799
399,0.9241960404402163,1.067875307077322,0.14367926663710562,-10.0,-0.1516079191195674,-1.0,-10.0,0.0,-1.4367926663710562,0.0,1.0,0.0,-85.44155199765096
400,1.067875307077322,1.0099167058649448,-0.05795860121237717,-10.0,0.13575061415464384,-1.0,-10.0,0.0,0.5795860121237717,0.0,1.0,0.0,-84.86196598552719
401,1.0099167058649448,1.065139977439863,0.05522327157491835,-10.0,0.019833411729889505,-1.0,-10.0,0.0,-0.5522327157491835,0.0,1.0,0.0,-85.41419870127638
402,1.065139977439863,1.2254394063622764,0.16029942892241333,-10.0,0.1302799548797262,-1.0,-10.0,0.0,-1.6029942892241333,0.0,1.0,0.0,-87.0171929905005
403,1.2254394063622764,0.831863763300235,-0.3935756430620414,-10.0,0.4508788127245529,-1.0,-10.0,0.0,3.935756430620414,0.0,1.0,0.0,-83.08143655988009
404,0.831863763300235,0.9477913349271276,0.1159275716268926,-10.0,-0.3362724733995299,-1.0,10.0,20.0,-2.159275716268926,0.0,1.0,0.0,-85.24071227614901
405,0.9477913349271276,0.8751243824156317,-0.07266695251149591,10.0,-0.10441733014574472,1.0,10.0,0.0,-0.7266695251149591,0.0,1.0,0.0,-85.96738180126397
406,0.8751243824156317,0.9457689464832227,0.07064456406759101,10.0,-0.24975123516873654,1.0,10.0,0.0,0.7064456406759101,0.0,1.0,0.0,-85.26093616058806
407,0.9457689464832227,0.9833790572581727,0.03761011077494991,10.0,-0.10846210703355452,1.0,10.0,0.0,0.3761011077494991,0.0,1.0,0.0,-84.88483505283855
408,0.9833790572581727,0.912776620118596,-0.0706024371395767,10.0,-0.0332418854836547,1.0,10.0,0.0,-0.706024371395767,0.0,1.0,0.0,-85.59085942423432
409,0.912776620118596,0.8683843943188174,-0.04439222579977853,10.0,-0.1744467597628081,1.0,10.0,0.0,-0.4439222579977853,2.29033e-25,1.0,6e-45,-86.03478168223211
410,0.8683843943188174,0.798250115429641,-0.07013427888917645,10.0,-0.26323121136236516,1.0,10.0,0.0,-0.7013427888917645,1.0,0.0,0.0,-86.73612447112387
411,0.798250115429641,0.8210405598942224,0.02279044446458145,10.0,-0.40349976914071806,1.0,10.0,0.0,0.2279044446458145,1.0,0.0,0.0,-86.50822002647806
412,0.8210405598942224,0.8854557731378769,0.06441521324365451,10.0,-0.35791888021155516,1.0,10.0,0.0,0.6441521324365451,1.0,0.0,0.0,-85.86406789404151
413,0.8854557731378769,0.757740626191972,-0.1277151469459049,10.0,-0.22908845372424613,1.0,10.0,0.0,-1.2771514694590491,1.0,0.0,0.0,-87.14121936350055
414,0.757740626191972,0.8850333979509881,0.1272927717590161,10.0,-0.48451874761605596,1.0,10.0,0.0,1.272927717590161,1.0,0.0,0.0,-85.86829164591039
415,0.8850333979509881,0.899721695025692,0.014688297074703871,10.0,-0.22993320409802376,1.0,10.0,0.0,0.1468829707470387,1.0,0.0,0.0,-85.72140867516335
416,0.899721695025692,0.9532217938391504,0.05350009881345841,10.0,-0.20055660994861602,1.0,10.0,0.0,0.5350009881345841,1.0,0.0,0.0,-85.18640768702876
417,0.9532217938391504,0.7891796258098052,-0.16404216802934524,10.0,-0.0935564123216992,1.0,10.0,0.0,-1.6404216802934524,1.0,0.0,0.0,-86.82682936732222
418,0.7891796258098052,0.7477202221354918,-0.04145940367431333,10.0,-0.4216407483803897,1.0,10.0,0.0,-0.41459403674313333,1.0,0.0,0.0,-87.24142340406536
419,0.7477202221354918,0.9067915354919008,0.159071313356409,10.0,-0.5045595557290163,1.0,10.0,0.0,1.59071313356409,1.0,0.0,0.0,-85.65071027050126
420,0.9067915354919008,0.7041988933754437,-0.2025926421164571,10.0,-0.18641692901619833,1.0,10.0,0.0,-2.025926421164571,1.0,0.0,0.0,-87.67663669166583
421,0.7041988933754437,0.8592406699677528,0.1550417765923091,10.0,-0.5916022132491126,1.0,10.0,0.0,1.550417765923091,1.0,0.0,0.0,-86.12621892574275
422,0.8592406699677528,0.8579346627566574,-0.0013060072110954168,10.0,-0.28151866006449433,1.0,10.0,0.0,-0.013060072110954168,1.0,0.0,0.0,-86.13927899785371
423,0.8579346627566574,0.8697801980624142,0.011845535305756827,10.0,-0.28413067448668516,1.0,10.0,0.0,0.11845535305756827,1.0,0.0,0.0,-86.02082364479614
424,0.8697801980624142,0.9499188313850376,0.08013863332262339,10.0,-0.2604396038751715,1.0,10.0,0.0,0.8013863332262339,1.0,0.0,0.0,-85.2194373115699
425,0.9499188313850376,1.0201633789838247,0.07024454759878707,10.0,-0.10016233722992474,1.0,10.0,0.0,0.7024454759878707,1.0,0.0,0.0,-84.51699183558203
426,1.0201633789838247,1.0382300120285175,0.018066633044692804,10.0,0.040326757967649396,1.0,-10.0,-20.0,-0.819333669553072,1.0,0.0,0.0,-85.33632550513511
427,1.0382300120285175,1.136736193900812,0.09850618187229454,-10.0,0.076460024057035,-1.0,-10.0,0.0,-0.9850618187229454,1.0,0.0,0.0,-86.32138732385805
428,1.136736193900812,1.0766607079916888,-0.06007548590912326,-10.0,0.2734723878016241,-1.0,-10.0,0.0,0.6007548590912326,0.0,0.0,1.0,-85.72063246476681
429,1.0766607079916888,1.0785954293596385,0.0019347213679496988,-10.0,0.15332141598337756,-1.0,-10.0,0.0,-0.01934721367949699,0.0,0.0,1.0,-85.7399796784463
430,1.0785954293596385,1.0732488041139667,-0.0053466252456717545,-10.0,0.15719085871927696,-1.0,-10.0,0.0,0.053466252456717545,0.0,0.0,1.0,-85.68651342598959
431,1.0732488041139667,1.0736387803188752,0.00038997620490843765,-10.0,0.14649760822793345,-1.0,-10.0,0.0,-0.0038997620490843765,7.7685946e-33,6.4386764e-24,1.0,-85.69041318803868
432,1.0736387803188752,1.0843755882501496,0.010736807931274406,-10.0,0.14727756063775033,-1.0,-10.0,0.0,-0.10736807931274406,6.806674e-38,1.2345349e-28,1.0,-85.79778126735143
433,1.0843755882501496,1.1085839185501227,0.024208330299973158,-10.0,0.16875117650029914,-1.0,-10.0,0.0,-0.24208330299973158,0.0,0.0,1.0,-86.03986457035116
434,1.1085839185501227,1.040722681325796,-0.0678612372243268,-10.0,0.21716783710024545,-1.0,-10.0,0.0,0.678612372243268,0.0,0.0,1.0,-85.36125219810789
435,1.040722681325796,1.0663684816813153,0.025645800355519333,-10.0,0.08144536265159186,-1.0,-10.0,0.0,-0.2564580035551933,0.0,0.0,1.0,-85.61771020166309
436,1.0663684816813153,0.9554993604553688,-0.1108691212259465,-10.0,0.13273696336263052,-1.0,-10.0,0.0,1.108691212259465,0.0,0.0,1.0,-84.50901898940363
437,0.9554993604553688,1.3490969204790744,0.3935975600237056,-10.0,-0.08900127908926247,-1.0,10.0,20.0,-4.935975600237056,2.4130069e-13,7.438205e-08,0.9999999,-89.44499458964069
438,1.3490969204790744,1.0666516987056203,-0.2824452217734541,10.0,0.6981938409581487,1.0,-10.0,-20.0,-3.824452217734541,0.0,0.0,1.0,-93.26944680737523
439,1.0666516987056203,1.0208976866088624,-0.04575401209675789,-10.0,0.13330339741124053,-1.0,-10.0,0.0,0.4575401209675789,0.0,0.0,1.0,-92.81190668640765
440,1.0208976866088624,1.1456683031059611,0.12477061649709875,-10.0,0.04179537321772475,-1.0,-10.0,0.0,-1.2477061649709875,0.0,0.0,1.0,-94.05961285137865
441,1.1456683031059611,0.967057057953202,-0.17861124515275917,-10.0,0.29133660621192226,-1.0,-10.0,0.0,1.7861124515275917,0.0,0.0,1.0,-92.27350039985106
442,0.967057057953202,1.1324683419862385,0.1654112840330365,-10.0,-0.06588588409359608,-1.0,10.0,20.0,-2.654112840330365,0.0,0.0,1.0,-94.92761324018143
443,1.1324683419862385,1.2049543606766209,0.0724860186903824,10.0,0.26493668397247694,1.0,-9.999428749084473,-19.999428749084473,-0.27511125055039964,0.0,0.0,1.0,-95.20272449073182
444,1.2049543606766209,1.0652022258235077,-0.13975213485311322,-9.999428749084473,0.40990872135324175,-0.9999428749084472,-10.0,-0.0005712509155273438,1.3974129524503742,0.0,0.0,1.0,-93.80531153828144
445,1.0652022258235077,1.0182501209822288,-0.046952104841278874,-10.0,0.1304044516470153,-1.0,-10.0,0.0,0.46952104841278874,0.0,0.0,1.0,-93.33579048986866
446,1.0182501209822288,0.8427630420687355,-0.17548707891349324,-10.0,0.03650024196445756,-1.0,-10.0,0.0,1.7548707891349324,0.0,0.0,1.0,-91.58091970073373
447,0.8427630420687355,0.8933774827241272,0.05061444065539167,-10.0,-0.31447391586252893,-1.0,-10.0,0.0,-0.5061444065539167,1.0,0.0,0.0,-92.08706410728765
448,0.8933774827241272,1.0927338958514694,0.1993564131273422,-10.0,-0.2132450345517456,-1.0,-10.0,0.0,-1.993564131273422,1.0,0.0,0.0,-94.08062823856106
449,1.0927338958514694,0.9282072263437448,-0.16452666950772465,-10.0,0.1854677917029388,-1.0,-10.0,0.0,1.6452666950772465,0.0,1.0,0.0,-92.43536154348382
450,0.9282072263437448,0.9018939519266856,-0.026313274417059107,-10.0,-0.1435855473125105,-1.0,-10.0,0.0,0.26313274417059107,0.0,1.0,0.0,-92.17222879931323
451,0.9018939519266856,0.9915651167454178,0.08967116481873216,-10.0,-0.1962120961466287,-1.0,-10.0,0.0,-0.8967116481873216,0.0,1.0,0.0,-93.06894044750055
452,0.9915651167454178,0.990873216849763,-0.0006918998956547684,-10.0,-0.016869766509164386,-1.0,-10.0,0.0,0.006918998956547684,0.0,1.0,0.0,-93.062021448544
453,0.990873216849763,0.988462618825153,-0.0024105980246100778,-10.0,-0.018253566300473922,-1.0,-10.0,0.0,0.024105980246100778,0.0,1.0,0.0,-93.0379154682979
454,0.988462618825153,1.0282802803608964,0.0398176615357434,-10.0,-0.023074762349694078,-1.0,-10.0,0.0,-0.398176615357434,0.0,1.0,0.0,-93.43609208365532
455,1.0282802803608964,1.03010085811872,0.001820577757823738,-10.0,0.05656056072179272,-1.0,-10.0,0.0,-0.01820577757823738,0.0,1.0,0.0,-93.45429786123356
456,1.03010085811872,0.9993921891667005,-0.030708668952019624,-10.0,0.060201716237440195,-1.0,-10.0,0.0,0.30708668952019624,0.0,1.0,0.0,-93.14721117171337
457,0.9993921891667005,0.9819740227008904,-0.01741816646581007,-10.0,-0.0012156216665990538,-1.0,-10.0,0.0,0.1741816646581007,0.0,1.0,0.0,-92.97302950705526
458,0.9819740227008904,0.916534196217856,-0.06543982648303437,-10.0,-0.036051954598219194,-1.0,-10.0,0.0,0.6543982648303437,0.0,1.0,0.0,-92.31863124222491
459,0.916534196217856,0.9529558983226488,0.036421702104792786,-10.0,-0.16693160756428793,-1.0,-10.0,0.0,-0.36421702104792786,0.0,1.0,0.0,-92.68284826327283
460,0.9529558983226488,0.9896062623101622,0.036650363987513424,-10.0,-0.09408820335470236,-1.0,-10.0,0.0,-0.36650363987513424,0.0,1.0,0.0,-93.04935190314797
461,0.9896062623101622,1.0189280894392847,0.029321827129122457,-10.0,-0.020787475379675513,-1.0,-10.0,0.0,-0.2932182712912246,0.0,1.0,0.0,-93.34257017443919
462,1.0189280894392847,1.0761669045594724,0.05723881512018769,-10.0,0.0378561788785694,-1.0,-10.0,0.0,-0.5723881512018769,0.0,1.0,0.0,-93.91495832564107
463,1.0761669045594724,0.9897025102854327,-0.08646439427403974,-10.0,0.15233380911894479,-1.0,-10.0,0.0,0.8646439427403974,0.0,1.0,0.0,-93.05031438290067
464,0.9897025102854327,0.9830402794711183,-0.006662230814314385,-10.0,-0.020594979429134685,-1.0,-10.0,0.0,0.06662230814314385,0.0,1.0,0.0,-92.98369207475753
465,0.9830402794711183,0.9068767159463255,-0.07616356352479281,-10.0,-0.033919441057763455,-1.0,-10.0,0.0,0.7616356352479281,0.0,1.0,0.0,-92.2220564395096
466,0.9068767159463255,0.89727027682852,-0.009606439117805454,-10.0,-0.18624656810734908,-1.0,-10.0,0.0,0.09606439117805454,0.0,1.0,0.0,-92.12599204833154
467,0.89727027682852,0.9840333565006718,0.0867630796721518,-10.0,-0.20545944634295998,-1.0,-10.0,0.0,-0.867630796721518,0.0,1.0,0.0,-92.99362284505305
468,0.9840333565006718,1.1138562756289214,0.12982291912824961,-10.0,-0.031933286998656385,-1.0,-10.0,0.0,-1.2982291912824961,0.0,1.0,0.0,-94.29185203633556
469,1.1138562756289214,1.0278227024107962,-0.08603357321812521,-10.0,0.22771255125784284,-1.0,-10.0,0.0,0.8603357321812521,0.0,1.0,0.0,-93.4315163041543
470,1.0278227024107962,0.9883192257790148,-0.03950347663178144,-10.0,0.055645404821592415,-1.0,-10.0,0.0,0.3950347663178144,0.0,1.0,0.0,-93.03648153783648
471,0.9883192257790148,0.92874370985743,-0.05957551592158472,-10.0,-0.02336154844197047,-1.0,-10.0,0.0,0.5957551592158472,0.0,1.0,0.0,-92.44072637862064
472,0.92874370985743,0.9035022666783021,-0.02524144317912791,-10.0,-0.1425125802851399,-1.0,-10.0,0.0,0.2524144317912791,0.0,1.0,0.0,-92.18831194682936
473,0.9035022666783021,0.9347672677331887,0.03126500105488661,-10.0,-0.19299546664339573,-1.0,-10.0,0.0,-0.3126500105488661,0.0,1.0,0.0,-92.50096195737822
474,0.9347672677331887,0.9479457674033219,0.013178499670133181,-10.0,-0.1304654645336225,-1.0,-10.0,0.0,-0.1317849967013318,0.0,1.0,0.0,-92.63274695407955
475,0.9479457674033219,1.0458712054044648,0.09792543800114284,-10.0,-0.10410846519335615,-1.0,-10.0,0.0,-0.9792543800114284,0.0,1.0,0.0,-93.61200133409098
476,1.0458712054044648,1.0150197842346447,-0.030851421169820092,-10.0,0.09174241080892953,-1.0,-10.0,0.0,0.3085142116982009,0.0,1.0,0.0,-93.30348712239278
477,1.0150197842346447,1.0622703221672287,0.04725053793258405,-10.0,0.030039568469289346,-1.0,-10.0,0.0,-0.47250537932584047,0.0,1.0,0.0,-93.77599250171862
478,1.0622703221672287,0.8745371774527794,-0.18773314471444935,-10.0,0.12454064433445744,-1.0,-10.0,0.0,1.8773314471444935,0.0,1.0,0.0,-91.89866105457412
479,0.8745371774527794,1.0859701172324376,0.21143293977965827,-10.0,-0.25092564509444126,-1.0,10.0,20.0,-3.114329397796583,0.0,1.0,0.0,-95.0129904523707
480,1.0859701172324376,0.8662049087570286,-0.21976520847540904,10.0,0.17194023446487527,1.0,-10.0,-20.0,-3.1976520847540906,0.0,1.0,0.0,-98.2106425371248
481,0.8662049087570286,1.1646747361025207,0.2984698273454921,-10.0,-0.2675901824859428,-1.0,10.0,20.0,-3.984698273454921,0.0,1.0,0.0,-102.19534081057972
482,1.1646747361025207,0.9683570260489767,-0.19631771005354404,10.0,0.3293494722050414,1.0,-10.0,-20.0,-2.9631771005354404,0.0,1.0,0.0,-105.15851791111517
483,0.9683570260489767,1.0598413534734477,0.09148432742447099,-10.0,-0.06328594790204667,-1.0,-10.0,0.0,-0.9148432742447099,0.0,1.0,0.0,-106.07336118535989
484,1.0598413534734477,1.130704672165292,0.07086331869184437,-10.0,0.11968270694689531,-1.0,-10.0,0.0,-0.7086331869184437,0.0,1.0,0.0,-106.78199437227833
485,1.130704672165292,0.9983096933280683,-0.13239497883722373,-10.0,0.26140934433058405,-1.0,-10.0,0.0,1.3239497883722373,0.0,1.0,0.0,-105.4580445839061
486,0.9983096933280683,1.1325281251528752,0.13421843182480686,-10.0,-0.0033806133438634145,-1.0,-10.0,0.0,-1.3421843182480686,0.0,1.0,0.0,-106.80022890215417
487,1.1325281251528752,1.1409870550952375,0.008458929942362303,-10.0,0.2650562503057503,-1.0,-10.0,0.0,-0.08458929942362303,0.0,1.0,0.0,-106.8848182015778
488,1.1409870550952375,1.0713068586120038,-0.06968019648323365,-10.0,0.2819741101904749,-1.0,-10.0,0.0,0.6968019648323365,0.0,1.0,0.0,-106.18801623674547
489,1.0713068586120038,1.166782679348651,0.09547582073664729,-10.0,0.14261371722400762,-1.0,-10.0,0.0,-0.9547582073664729,0.0,0.0,1.0,-107.14277444411194
490,1.166782679348651,1.206520012121908,0.03973733277325686,-10.0,0.3335653586973022,-1.0,-10.0,0.0,-0.3973733277325686,0.0,0.0,1.0,-107.5401477718445
491,1.206520012121908,1.1058699113363515,-0.10065010078555647,-10.0,0.4130400242438159,-1.0,-10.0,0.0,1.0065010078555647,0.0,0.0,1.0,-106.53364676398894
492,1.1058699113363515,1.0812677393054249,-0.024602172030926628,-10.0,0.21173982267270297,-1.0,-10.0,0.0,0.24602172030926628,0.0,0.0,1.0,-106.28762504367967
493,1.0812677393054249,1.1004249343098662,0.019157195004441352,-10.0,0.16253547861084972,-1.0,-10.0,0.0,-0.19157195004441352,0.0,0.0,1.0,-106.47919699372409
494,1.1004249343098662,1.1626585455600635,0.06223361125019733,-10.0,0.20084986861973242,-1.0,-10.0,0.0,-0.6223361125019733,0.0,0.0,1.0,-107.10153310622606
495,1.1626585455600635,1.2068079175700712,0.04414937201000768,-10.0,0.3253170911201271,-1.0,-10.0,0.0,-0.4414937201000768,0.0,0.0,1.0,-107.54302682632613
496,1.2068079175700712,1.1356120845754298,-0.07119583299464138,-10.0,0.41361583514014244,-1.0,-10.0,0.0,0.7119583299464138,0.0,0.0,1.0,-106.83106849637971
497,1.1356120845754298,1.0928321721038734,-0.042779912471556436,-10.0,0.2712241691508597,-1.0,-10.0,0.0,0.42779912471556436,0.0,0.0,1.0,-106.40326937166415
498,1.0928321721038734,1.037882972218468,-0.054949199885405475,-10.0,0.1856643442077468,-1.0,-10.0,0.0,0.5494919988540548,0.0,0.0,1.0,-105.8537773728101
499,1.037882972218468,0.8807383482608808,-0.1571446239575871,-10.0,0.07576594443693585,-1.0,-10.0,0.0,1.571446239575871,0.0,0.0,1.0,-104.28233113323422
500,0.8807383482608808,0.98804810466038,0.10730975639949913,-10.0,-0.23852330347823836,-1.0,10.0,20.0,-2.0730975639949913,0.0,0.0,1.0,-106.35542869722921
501,0.98804810466038,0.8381060716484751,-0.1499420330119049,10.0,-0.02390379067924009,1.0,-10.0,-20.0,-2.499420330119049,1.0,6e-45,0.0,-108.85484902734827
502,0.8381060716484751,0.8532729854283718,0.015166913779896762,-10.0,-0.3237878567030499,-1.0,10.0,20.0,-1.1516691377989676,1.0,0.0,0.0,-110.00651816514723
503,0.8532729854283718,0.8325339847509576,-0.020739000677414188,10.0,-0.29345402914325636,1.0,10.0,0.0,-0.20739000677414188,1.0,0.0,0.0,-110.21390817192137
504,0.8325339847509576,0.9851515653582933,0.15261758060733566,10.0,-0.33493203049808473,1.0,10.0,0.0,1.5261758060733566,1.0,0.0,0.0,-108.68773236584802
505,0.9851515653582933,0.901915008077284,-0.08323655728100932,10.0,-0.02969686928341342,1.0,-10.0,-20.0,-1.8323655728100932,1.0,0.0,0.0,-110.52009793865811
506,0.901915008077284,1.1494217911144795,0.24750678303719553,-10.0,-0.19616998384543205,-1.0,-10.0,0.0,-2.4750678303719553,1.0,0.0,0.0,-112.99516576903007
507,1.1494217911144795,1.143995133535067,-0.005426657579412408,-10.0,0.298843582228959,-1.0,-10.0,0.0,0.05426657579412408,0.998577,0.0014229902,8.407175e-09,-112.94089919323594
508,1.143995133535067,1.184737548009516,0.04074241447444882,-10.0,0.2879902670701342,-1.0,-10.0,0.0,-0.4074241447444882,0.0,0.0,1.0,-113.34832333798042
509,1.184737548009516,1.0677205368275873,-0.11701701118192864,-10.0,0.36947509601903183,-1.0,-10.0,0.0,1.1701701118192864,0.0,0.0,1.0,-112.17815322616113
510,1.0677205368275873,0.9713797026106791,-0.0963408342169082,-10.0,0.13544107365517455,-1.0,-10.0,0.0,0.963408342169082,0.0,0.0,1.0,-111.21474488399204
