step,S_curr,S_next,diff_S,I,S_norm,I_norm,action,delta_I,reward,phi_0,phi_1,phi_2,cumulative_reward
45,0.9854547207668957,0.921276211453222,-0.06417850931367364,-10.0,-0.02909055846620867,-1.0,-10.0,0.0,0.6417850931367364,1.0,0.0,0.0,-7.802561041555936
46,0.921276211453222,1.0107371203780533,0.08946090892483127,-10.0,-0.15744757709355595,-1.0,-10.0,0.0,-0.8946090892483127,0.0,1.0,0.0,-8.697170130804249
47,1.0107371203780533,0.9169584133948737,-0.09377870698317958,-10.0,0.0214742407561066,-1.0,-10.0,0.0,0.9377870698317958,0.0,1.0,0.0,-7.7593830609724534
48,0.9169584133948737,0.822230954256552,-0.0947274591383217,-10.0,-0.16608317321025257,-1.0,-10.0,0.0,0.947274591383217,1.0,0.0,0.0,-6.812108469589236
49,0.822230954256552,0.9129233915680115,0.09069243731145948,-10.0,-0.35553809148689597,-1.0,10.0,20.0,-1.9069243731145948,1.0,0.0,0.0,-8.71903284270383
50,0.9129233915680115,0.8586269002662908,-0.05429649130172065,10.0,-0.174153216863977,1.0,10.0,0.0,-0.5429649130172065,1.0,0.0,0.0,-9.261997755721037
51,0.8586269002662908,1.0106248346372744,0.15199793437098352,10.0,-0.2827461994674183,1.0,10.0,0.0,1.5199793437098352,1.0,0.0,0.0,-7.742018412011202
52,1.0106248346372744,0.8044513836313125,-0.20617345100596185,10.0,0.021249669274548744,1.0,-10.0,-20.0,-3.0617345100596185,1.0,0.0,0.0,-10.80375292207082
53,0.8044513836313125,1.0238687297657223,0.21941734613440977,-10.0,-0.39109723273737496,-1.0,10.0,20.0,-3.1941734613440977,1.0,0.0,0.0,-13.997926383414919
54,1.0238687297657223,1.0056741225131127,-0.018194607252609574,10.0,0.04773745953144459,1.0,-10.0,-20.0,-1.1819460725260957,1.0,0.0,0.0,-15.179872455941014
55,1.0056741225131127,0.9482645447815293,-0.057409577731583394,-10.0,0.011348245026225445,-1.0,-10.0,0.0,0.5740957773158339,1.0,0.0,0.0,-14.60577667862518
56,0.9482645447815293,0.8544377241334593,-0.09382682064807002,-10.0,-0.10347091043694134,-1.0,-10.0,0.0,0.9382682064807002,1.0,0.0,0.0,-13.66750847214448
57,0.8544377241334593,1.0171519353879612,0.16271421125450192,-10.0,-0.2911245517330814,-1.0,-10.0,0.0,-1.6271421125450192,1.0,0.0,0.0,-15.2946505846895
58,1.0171519353879612,0.735019914020058,-0.2821320213679033,-10.0,0.03430387077592245,-1.0,-10.0,0.0,2.8213202136790327,1.0,0.0,0.0,-12.473330371010466
59,0.735019914020058,0.9628501317134909,0.22783021769343292,-10.0,-0.5299601719598841,-1.0,10.0,20.0,-3.2783021769343295,1.0,0.0,0.0,-15.751632547944794
60,0.9628501317134909,0.8227847986825526,-0.14006533303093827,10.0,-0.07429973657301825,1.0,10.0,0.0,-1.4006533303093827,1.0,0.0,0.0,-17.152285878254176
61,0.8227847986825526,1.0209641715560287,0.1981793728734761,10.0,-0.3544304026348948,1.0,10.0,0.0,1.981793728734761,1.0,0.0,0.0,-15.170492149519415
62,1.0209641715560287,0.8207881063145854,-0.20017606524144327,10.0,0.0419283431120574,1.0,-10.0,-20.0,-3.0017606524144327,1.0,0.0,0.0,-18.172252801933848
63,0.8207881063145854,0.9302573532957101,0.1094692469811247,-10.0,-0.35842378737082914,-1.0,10.0,20.0,-2.094692469811247,1.0,0.0,0.0,-20.266945271745094
64,0.9302573532957101,0.9532444280247454,0.022987074729035273,10.0,-0.13948529340857974,1.0,10.0,0.0,0.22987074729035273,1.0,0.0,0.0,-20.03707452445474
65,0.9532444280247454,0.9792805805954683,0.026036152570722892,10.0,-0.09351114395050919,1.0,10.0,0.0,0.2603615257072289,1.0,0.0,0.0,-19.776712998747513
66,0.9792805805954683,1.0142924420703,0.035011861474831596,10.0,-0.041438838809063405,1.0,-10.0,-20.0,-0.649881385251684,1.0,0.0,0.0,-20.4265943839992
67,1.0142924420703,0.909644267980615,-0.10464817408968485,-10.0,0.028584884140599787,-1.0,-10.0,0.0,1.0464817408968485,1.0,0.0,0.0,-19.38011264310235
68,0.909644267980615,0.9368761639447347,0.02723189596411968,-10.0,-0.18071146403876992,-1.0,-10.0,0.0,-0.2723189596411968,1.0,0.0,0.0,-19.652431602743548
69,0.9368761639447347,0.9759394335501363,0.03906326960540163,-10.0,-0.12624767211053056,-1.0,-10.0,0.0,-0.3906326960540163,1.0,0.0,0.0,-20.043064298797564
70,0.9759394335501363,0.8963403406522332,-0.07959909289790312,-10.0,-0.048121132899727304,-1.0,-10.0,0.0,0.7959909289790312,1.0,0.0,0.0,-19.247073369818533
71,0.8963403406522332,0.8048916262367227,-0.0914487144155105,-10.0,-0.20731931869553355,-1.0,-10.0,0.0,0.914487144155105,1.0,0.0,0.0,-18.332586225663427
72,0.8048916262367227,0.9107547008852449,0.10586307464852218,-10.0,-0.39021674752655455,-1.0,10.0,20.0,-2.058630746485222,1.0,0.0,0.0,-20.391216972148648
73,0.9107547008852449,1.0480896811466651,0.13733498026142021,10.0,-0.1784905982295102,1.0,10.0,0.0,1.3733498026142021,1.0,0.0,0.0,-19.017867169534444
74,1.0480896811466651,0.9990105417841536,-0.049079139362511515,10.0,0.09617936229333024,1.0,-10.0,-20.0,-1.4907913936251151,1.0,0.0,0.0,-20.50865856315956
75,0.9990105417841536,1.045013918100121,0.046003376315967404,-10.0,-0.00197891643169279,-1.0,-10.0,0.0,-0.46003376315967404,1.0,0.0,0.0,-20.968692326319236
76,1.045013918100121,1.107268416616658,0.06225449851653697,-10.0,0.09002783620024202,-1.0,-10.0,0.0,-0.6225449851653697,0.0,1.0,0.0,-21.591237311484605
77,1.107268416616658,1.099320461889874,-0.007947954726784001,-10.0,0.21453683323331596,-1.0,-10.0,0.0,0.07947954726784001,0.0,1.0,0.0,-21.511757764216764
78,1.099320461889874,1.0928986857213931,-0.0064217761684808305,-10.0,0.19864092377974796,-1.0,-10.0,0.0,0.0642177616848083,0.0,1.0,0.0,-21.447540002531955
79,1.0928986857213931,1.18593253029697,0.09303384457557695,-10.0,0.1857973714427863,-1.0,-10.0,0.0,-0.9303384457557695,0.0,1.0,0.0,-22.377878448287724
80,1.18593253029697,0.9908216864926259,-0.19511084380434418,-10.0,0.3718650605939402,-1.0,-10.0,0.0,1.9511084380434418,0.0,0.0,1.0,-20.426770010244283
81,0.9908216864926259,0.6761138758464956,-0.3147078106461303,-10.0,-0.01835662701474816,-1.0,-9.999610900878906,0.00038909912109375,3.1470586515052483,4.808e-42,1.6027366e-33,1.0,-17.279711358739036
82,0.6761138758464956,0.9920396237637488,0.31592574791725314,-9.999610900878906,-0.6477722483070087,-0.9999610900878906,10.0,19.999610900878906,-4.159115097785632,1.0,0.0,0.0,-21.438826456524666
83,0.9920396237637488,0.905797518161832,-0.08624210560191681,10.0,-0.015920752472502464,1.0,-10.0,-20.0,-1.862421056019168,1.0,0.0,0.0,-23.301247512543835
84,0.905797518161832,1.0319799913140617,0.12618247315222975,-10.0,-0.18840496367633608,-1.0,-10.0,0.0,-1.2618247315222975,1.0,0.0,0.0,-24.56307224406613
85,1.0319799913140617,0.984822903268118,-0.04715708804594365,-10.0,0.06395998262812341,-1.0,-10.0,0.0,0.4715708804594365,1.0,0.0,0.0,-24.091501363606696
86,0.984822903268118,0.9716539741735633,-0.013168929094554804,-10.0,-0.03035419346376389,-1.0,-10.0,0.0,0.13168929094554804,1.0,0.0,0.0,-23.959812072661148
87,0.9716539741735633,0.9549118577550125,-0.016742116418550723,-10.0,-0.0566920516528735,-1.0,-10.0,0.0,0.16742116418550723,0.0,1.0,0.0,-23.79239090847564
88,0.9549118577550125,0.9591482768280816,0.004236419073069042,-10.0,-0.09017628448997494,-1.0,-10.0,0.0,-0.04236419073069042,1.0,1.1119421e-18,0.0,-23.83475509920633
89,0.9591482768280816,0.9156887500640712,-0.043459526764010326,-10.0,-0.08170344634383686,-1.0,-10.0,0.0,0.43459526764010326,1.0,0.0,0.0,-23.400159831566228
90,0.9156887500640712,1.292575205371337,0.37688645530726583,-10.0,-0.1686224998718575,-1.0,-10.0,0.0,-3.7688645530726586,1.0,0.0,0.0,-27.169024384638888
91,1.292575205371337,0.9679287218410793,-0.3246464835302578,-10.0,0.5851504107426742,-1.0,-10.0,0.0,3.2464648353025782,0.0141997235,0.53012496,0.45567536,-23.92255954933631
92,0.9679287218410793,1.0219995355897364,0.05407081374865719,-10.0,-0.06414255631784149,-1.0,-10.0,0.0,-0.5407081374865719,0.0,1.0,0.0,-24.46326768682288
93,1.0219995355897364,1.0756648035494072,0.05366526795967075,-10.0,0.04399907117947288,-1.0,-10.0,0.0,-0.5366526795967075,0.0,1.0,0.0,-24.999920366419587
94,1.0756648035494072,1.0342906059384256,-0.0413741976109816,-10.0,0.15132960709881438,-1.0,-10.0,0.0,0.413741976109816,0.0,1.0,0.0,-24.586178390309772
95,1.0342906059384256,0.9635731415274768,-0.07071746441094884,-10.0,0.06858121187685118,-1.0,-10.0,0.0,0.7071746441094884,0.0,1.0,0.0,-23.879003746200283
96,0.9635731415274768,1.0566114323217193,0.09303829079424253,-10.0,-0.0728537169450465,-1.0,-10.0,0.0,-0.9303829079424253,0.0,1.0,0.0,-24.80938665414271
97,1.0566114323217193,0.9698115862388821,-0.0867998460828372,-10.0,0.11322286464343856,-1.0,-10.0,0.0,0.867998460828372,0.0,1.0,0.0,-23.94138819331434
98,0.9698115862388821,1.0021080901447794,0.032296503905897334,-10.0,-0.06037682752223583,-1.0,-10.0,0.0,-0.32296503905897334,0.0,1.0,0.0,-24.264353232373313
99,1.0021080901447794,1.0002025038949056,-0.001905586249873803,-10.0,0.004216180289558835,-1.0,-10.0,0.0,0.01905586249873803,0.0,1.0,0.0,-24.245297369874574
100,1.0002025038949056,1.049751211789319,0.04954870789441346,-10.0,0.0004050077898112292,-1.0,-10.0,0.0,-0.4954870789441346,0.0,1.0,0.0,-24.740784448818708
101,1.049751211789319,0.9401662644042095,-0.1095849473851096,-10.0,0.09950242357863814,-1.0,-10.0,0.0,1.095849473851096,0.0,1.0,0.0,-23.64493497496761
102,0.9401662644042095,1.0817376051456655,0.14157134074145605,-10.0,-0.11966747119158105,-1.0,-10.0,0.0,-1.4157134074145605,0.0,1.0,0.0,-25.060648382382173
103,1.0817376051456655,0.868064203907336,-0.21367340123832956,-10.0,0.16347521029133105,-1.0,-10.0,0.0,2.136734012383296,0.0,1.0,0.0,-22.923914369998876
104,0.868064203907336,0.9685894502114537,0.10052524630411774,-10.0,-0.2638715921853281,-1.0,10.0,20.0,-2.0052524630411774,0.0,1.0,0.0,-24.929166833040053
105,0.9685894502114537,1.1209631688306547,0.15237371861920102,10.0,-0.06282109957709259,1.0,10.0,0.0,1.5237371861920102,0.0,1.0,0.0,-23.40542964684804
106,1.1209631688306547,0.8941567971319042,-0.2268063716987505,10.0,0.24192633766130944,1.0,-10.0,-20.0,-3.268063716987505,0.0,1.0,0.0,-26.673493363835547
107,0.8941567971319042,0.9374682714575032,0.04331147432559901,-10.0,-0.21168640573619157,-1.0,-10.0,0.0,-0.4331147432559901,0.0,1.0,0.0,-27.10660810709154
108,0.9374682714575032,1.024743724930076,0.0872754534725727,-10.0,-0.12506345708499356,-1.0,-10.0,0.0,-0.8727545347257271,0.0,1.0,0.0,-27.979362641817264
109,1.024743724930076,1.0091183335182983,-0.015625391411777656,-10.0,0.049487449860151855,-1.0,-10.0,0.0,0.15625391411777656,0.0,1.0,0.0,-27.823108727699488
110,1.0091183335182983,0.9393695793124461,-0.06974875420585214,-10.0,0.018236667036596543,-1.0,-10.0,0.0,0.6974875420585214,0.0,1.0,0.0,-27.125621185640966
111,0.9393695793124461,0.9915204499066019,0.052150870594155796,-10.0,-0.12126084137510773,-1.0,-10.0,0.0,-0.521508705941558,0.0,1.0,0.0,-27.647129891582523
112,0.9915204499066019,0.9748753326027862,-0.016645117303815682,-10.0,-0.01695910018679614,-1.0,-10.0,0.0,0.16645117303815682,0.0,1.0,0.0,-27.480678718544365
113,0.9748753326027862,0.9907105177126247,0.0158351851098385,-10.0,-0.0502493347944275,-1.0,-10.0,0.0,-0.158351851098385,0.0,1.0,0.0,-27.63903056964275
114,0.9907105177126247,0.9143741430760723,-0.0763363746365524,-10.0,-0.0185789645747505,-1.0,-10.0,0.0,0.7633637463655241,0.0,1.0,0.0,-26.875666823277225
115,0.9143741430760723,1.0462104061775976,0.1318362631015253,-10.0,-0.1712517138478553,-1.0,-10.0,0.0,-1.318362631015253,0.0,1.0,0.0,-28.194029454292476
116,1.0462104061775976,1.0498401325363151,0.0036297263587175,-10.0,0.09242081235519528,-1.0,-10.0,0.0,-0.036297263587175,0.0,1.0,0.0,-28.230326717879652
117,1.0498401325363151,1.147355490430492,0.09751535789417676,-10.0,0.09968026507263028,-1.0,-10.0,0.0,-0.9751535789417676,0.0,1.0,0.0,-29.20548029682142
118,1.147355490430492,1.1421051773700743,-0.005250313060417566,-10.0,0.2947109808609838,-1.0,-10.0,0.0,0.05250313060417566,0.0,1.0,0.0,-29.152977166217244
119,1.1421051773700743,1.0165611105562828,-0.1255440668137915,-10.0,0.28421035474014866,-1.0,-10.0,0.0,1.2554406681379149,0.0,1.0,0.0,-27.89753649807933
120,1.0165611105562828,1.1742315155492444,0.1576704049929616,-10.0,0.033122221112565686,-1.0,-10.0,0.0,-1.5767040499296159,0.0,1.0,0.0,-29.474240548008947
121,1.1742315155492444,1.0394754049397148,-0.13475611060952963,-10.0,0.34846303109848886,-1.0,-10.0,0.0,1.3475611060952963,2.963443e-33,5.4906778e-24,1.0,-28.12667944191365
122,1.0394754049397148,0.9089791951207407,-0.13049620981897414,-10.0,0.0789508098794296,-1.0,-10.0,0.0,1.3049620981897414,3.7034e-41,7.1501845e-34,1.0,-26.82171734372391
123,0.9089791951207407,1.0296551706731276,0.12067597555238696,-10.0,-0.18204160975851869,-1.0,-10.0,0.0,-1.2067597555238696,0.0,1.0,5.7e-44,-28.02847709924778
124,1.0296551706731276,0.9414377440291152,-0.08821742664401244,-10.0,0.059310341346255235,-1.0,-10.0,0.0,0.8821742664401244,0.0,1.0,0.0,-27.146302832807656
125,0.9414377440291152,0.9215169182046211,-0.01992082582449406,-10.0,-0.11712451194176965,-1.0,-10.0,0.0,0.1992082582449406,0.0,1.0,0.0,-26.947094574562716
126,0.9215169182046211,0.9494707720231336,0.027953853818512453,-10.0,-0.15696616359075777,-1.0,-10.0,0.0,-0.27953853818512453,0.0,1.0,0.0,-27.22663311274784
127,0.9494707720231336,1.0719517574463209,0.1224809854231873,-10.0,-0.10105845595373286,-1.0,-10.0,0.0,-1.224809854231873,0.0,1.0,0.0,-28.451442966979712
128,1.0719517574463209,0.9607748485354272,-0.11117690891089371,-10.0,0.14390351489264175,-1.0,-10.0,0.0,1.1117690891089371,0.0,1.0,0.0,-27.339673877870776
129,0.9607748485354272,1.0287853404556857,0.06801049192025854,-10.0,-0.07845030292914568,-1.0,-10.0,0.0,-0.6801049192025854,0.0,1.0,0.0,-28.01977879707336
130,1.0287853404556857,0.8785253912575953,-0.15025994919809038,-10.0,0.05757068091137141,-1.0,-10.0,0.0,1.5025994919809038,0.0,1.0,0.0,-26.51717930509246
131,0.8785253912575953,1.0543918611147183,0.17586646985712295,-10.0,-0.24294921748480935,-1.0,10.0,20.0,-2.7586646985712298,0.0,1.0,0.0,-29.27584400366369
132,1.0543918611147183,0.9323407515510628,-0.1220511095636555,10.0,0.10878372222943655,1.0,-10.0,-20.0,-2.220511095636555,0.0,1.0,0.0,-31.496355099300246
133,0.9323407515510628,1.1250850361431024,0.19274428459203963,-10.0,-0.13531849689787445,-1.0,-10.0,0.0,-1.9274428459203963,0.0,1.0,0.0,-33.42379794522064
134,1.1250850361431024,1.0725247264771867,-0.05256030966591574,-10.0,0.2501700722862048,-1.0,-10.0,0.0,0.5256030966591574,0.0,1.0,0.0,-32.89819484856149
135,1.0725247264771867,1.089330879090337,0.016806152613150438,-10.0,0.14504945295437333,-1.0,-10.0,0.0,-0.16806152613150438,0.0,1.0,0.0,-33.06625637469299
136,1.089330879090337,1.153141633180528,0.06381075409019088,-10.0,0.1786617581806742,-1.0,-10.0,0.0,-0.6381075409019088,0.0,1.0,0.0,-33.7043639155949
137,1.153141633180528,0.8909994361868113,-0.26214219699371666,-10.0,0.30628326636105596,-1.0,-10.0,0.0,2.621421969937167,0.0,1.0,0.0,-31.08294194565773
138,0.8909994361868113,1.0565517278566654,0.16555229166985408,-10.0,-0.21800112762637736,-1.0,-10.0,0.0,-1.6555229166985408,0.0,1.0,0.0,-32.738464862356274
139,1.0565517278566654,1.0670760256370047,0.010524297780339253,-10.0,0.1131034557133308,-1.0,-10.0,0.0,-0.10524297780339253,0.0,1.0,0.0,-32.84370784015967
140,1.0670760256370047,0.9899261199363328,-0.07714990570067182,-10.0,0.1341520512740093,-1.0,-10.0,0.0,0.7714990570067182,0.0,1.0,0.0,-32.072208783152945
141,0.9899261199363328,0.9397107007145593,-0.05021541922177353,-10.0,-0.020147760127334324,-1.0,-10.0,0.0,0.5021541922177353,0.0,1.0,0.0,-31.57005459093521
142,0.9397107007145593,1.0884955585379843,0.148784857823425,-10.0,-0.12057859857088138,-1.0,-10.0,0.0,-1.4878485782342499,0.0,1.0,0.0,-33.057903169169464
143,1.0884955585379843,0.9686485297826658,-0.1198470287553185,-10.0,0.1769911170759686,-1.0,-10.0,0.0,1.198470287553185,0.0,1.0,0.0,-31.85943288161628
144,0.9686485297826658,0.9889419636828474,0.020293433900181568,-10.0,-0.0627029404346684,-1.0,-10.0,0.0,-0.20293433900181568,0.0,1.0,0.0,-32.06236722061809
145,0.9889419636828474,0.9625812440119779,-0.026360719670869504,-10.0,-0.02211607263430526,-1.0,-10.0,0.0,0.26360719670869504,0.0,1.0,0.0,-31.7987600239094
146,0.9625812440119779,1.0478742380869874,0.08529299407500956,-10.0,-0.07483751197604427,-1.0,-10.0,0.0,-0.8529299407500956,0.0,1.0,0.0,-32.6516899646595
147,1.0478742380869874,1.0542900915201996,0.00641585343321216,-10.0,0.09574847617397486,-1.0,-10.0,0.0,-0.0641585343321216,0.0,1.0,0.0,-32.71584849899162
148,1.0542900915201996,1.0086904634227731,-0.04559962809742646,-10.0,0.10858018304039918,-1.0,-10.0,0.0,0.4559962809742646,0.0,1.0,0.0,-32.25985221801736
149,1.0086904634227731,0.8681217407155709,-0.14056872270720222,-10.0,0.017380926845546263,-1.0,-10.0,0.0,1.4056872270720222,0.0,1.0,0.0,-30.854164990945335
150,0.8681217407155709,1.0540914036142024,0.18596966289863148,-10.0,-0.2637565185688582,-1.0,10.0,20.0,-2.859696628986315,0.0,1.0,0.0,-33.71386161993165
151,1.0540914036142024,0.9476286864544291,-0.10646271715977329,10.0,0.10818280722840479,1.0,-10.0,-20.0,-2.064627171597733,0.0,1.0,0.0,-35.778488791529384
152,0.9476286864544291,0.7483793064749067,-0.1992493799795224,-10.0,-0.1047426270911418,-1.0,-10.0,0.0,1.9924937997952241,0.0,1.0,0.0,-33.78599499173416
153,0.7483793064749067,1.2039845577307007,0.455605251255794,-10.0,-0.5032413870501866,-1.0,10.0,20.0,-5.55605251255794,1.0,0.0,0.0,-39.3420475042921
154,1.2039845577307007,1.0026988488479802,-0.20128570888272046,10.0,0.40796911546140135,1.0,-10.0,-20.0,-3.0128570888272046,0.0,1.0,0.0,-42.3549045931193
155,1.0026988488479802,1.0033264869024827,0.0006276380545024995,-10.0,0.005397697695960435,-1.0,-10.0,0.0,-0.006276380545024995,0.0,1.0,0.0,-42.361180973664325
156,1.0033264869024827,1.055539568117121,0.05221308121463819,-10.0,0.006652973804965434,-1.0,-10.0,0.0,-0.5221308121463819,0.0,1.0,0.0,-42.883311785810704
157,1.055539568117121,1.1807775812888004,0.12523801317167949,-10.0,0.11107913623424182,-1.0,-10.0,0.0,-1.2523801317167949,0.0,1.0,0.0,-44.1356919175275
158,1.1807775812888004,1.0389986782140403,-0.14177890307476004,-10.0,0.3615551625776008,-1.0,-10.0,0.0,1.4177890307476004,0.0,1.0,0.0,-42.7179028867799
159,1.0389986782140403,0.9265937972414487,-0.1124048809725916,-10.0,0.0779973564280807,-1.0,-10.0,0.0,1.124048809725916,0.0,1.0,0.0,-41.59385407705399
160,0.9265937972414487,1.04644058466958,0.11984678742813115,-10.0,-0.1468124055171025,-1.0,-10.0,0.0,-1.1984678742813115,0.0,1.0,0.0,-42.7923219513353
161,1.04644058466958,0.7968048935217118,-0.2496356911478681,-10.0,0.0928811693391598,-1.0,-10.0,0.0,2.496356911478681,0.0,1.0,0.0,-40.295965039856625
162,0.7968048935217118,0.9770190388071897,0.18021414528547786,-10.0,-0.4063902129565764,-1.0,10.0,20.0,-2.8021414528547783,0.0,1.0,0.0,-43.0981064927114
163,0.9770190388071897,1.0461632634466795,0.06914422463948988,10.0,-0.04596192238562069,1.0,10.0,0.0,0.6914422463948988,0.0,1.0,0.0,-42.4066642463165
164,1.0461632634466795,0.8080712896474869,-0.23809197379919267,10.0,0.09232652689335907,1.0,-10.0,-20.0,-3.3809197379919267,0.0,1.0,0.0,-45.78758398430843
165,0.8080712896474869,1.0332578928490428,0.22518660320155592,-10.0,-0.38385742070502626,-1.0,10.0,20.0,-3.2518660320155592,0.0,1.0,0.0,-49.03945001632398
166,1.0332578928490428,0.8563370220018909,-0.1769208708471519,10.0,0.06651578569808558,1.0,-10.0,-20.0,-2.769208708471519,0.0,1.0,0.0,-51.8086587247955
